Date,360ONE.NS,ABB.NS,ABCAPITAL.NS,ACC.NS,ADANIENSOL.NS,ADANIENT.NS,ADANIGREEN.NS,ADANIPORTS.NS,ADANIPOWER.NS,ALKEM.NS,AMBUJACEM.NS,APLAPOLLO.NS,APOLLOHOSP.NS,ASHOKLEY.NS,ASIANPAINT.NS,ASTRAL.NS,ATGL.NS,AUBANK.NS,AUROPHARMA.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJAJHFL.NS,BAJAJHLDNG.NS,BAJFINANCE.NS,BANKBARODA.NS,BANKINDIA.NS,BDL.NS,BEL.NS,BHARATFORG.NS,BHARTIARTL.NS,BHARTIHEXA.NS,BHEL.NS,BIOCON.NS,BLUESTARCO.NS,BOSCHLTD.NS,BPCL.NS,BRITANNIA.NS,BSE.NS,CANBK.NS,CGPOWER.NS,CHOLAFIN.NS,CIPLA.NS,COALINDIA.NS,COCHINSHIP.NS,COFORGE.NS,COLPAL.NS,CONCOR.NS,COROMANDEL.NS,CUMMINSIND.NS,DABUR.NS,DIVISLAB.NS,DIXON.NS,DLF.NS,DMART.NS,DRREDDY.NS,EICHERMOT.NS,ENRIN.NS,ETERNAL.NS,EXIDEIND.NS,FEDERALBNK.NS,FORTIS.NS,GAIL.NS,GLENMARK.NS,GMRAIRPORT.NS,GODFRYPHLP.NS,GODREJCP.NS,GODREJPROP.NS,GRASIM.NS,HAL.NS,HAVELLS.NS,HCLTECH.NS,HDFCAMC.NS,HDFCBANK.NS,HDFCLIFE.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDPETRO.NS,HINDUNILVR.NS,HINDZINC.NS,HUDCO.NS,HYUNDAI.NS,ICICIBANK.NS,ICICIGI.NS,IDEA.NS,IDFCFIRSTB.NS,IGL.NS,INDHOTEL.NS,INDIANB.NS,INDIGO.NS,INDUSINDBK.NS,INDUSTOWER.NS,INFY.NS,IOC.NS,IRB.NS,IRCTC.NS,IREDA.NS,IRFC.NS,ITC.NS,ITCHOTELS.NS,JINDALSTEL.NS,JIOFIN.NS,JSWENERGY.NS,JSWSTEEL.NS,JUBLFOOD.NS,KALYANKJIL.NS,KEI.NS,KOTAKBANK.NS,KPITTECH.NS,LICHSGFIN.NS,LICI.NS,LODHA.NS,LT.NS,LTF.NS,LTIM.NS,LUPIN.NS,M&M.NS,M&MFIN.NS,MANKIND.NS,MARICO.NS,MARUTI.NS,MAXHEALTH.NS,MAZDOCK.NS,MFSL.NS,MOTHERSON.NS,MOTILALOFS.NS,MPHASIS.NS,MRF.NS,MUTHOOTFIN.NS,NATIONALUM.NS,NAUKRI.NS,NESTLEIND.NS,NHPC.NS,NMDC.NS,NTPC.NS,NTPCGREEN.NS,NYKAA.NS,OBEROIRLTY.NS,OFSS.NS,OIL.NS,ONGC.NS,PAGEIND.NS,PATANJALI.NS,PAYTM.NS,PERSISTENT.NS,PFC.NS,PHOENIXLTD.NS,PIDILITIND.NS,PIIND.NS,PNB.NS,POLICYBZR.NS,POLYCAB.NS,POWERGRID.NS,POWERINDIA.NS,PREMIERENE.NS,PRESTIGE.NS,RECLTD.NS,RELIANCE.NS,RVNL.NS,SAIL.NS,SBICARD.NS,SBILIFE.NS,SBIN.NS,SHREECEM.NS,SHRIRAMFIN.NS,SIEMENS.NS,SOLARINDS.NS,SONACOMS.NS,SRF.NS,SUNPHARMA.NS,SUPREMEIND.NS,SUZLON.NS,SWIGGY.NS,TATACOMM.NS,TATACONSUM.NS,TATAELXSI.NS,TATAMOTORS.NS,TATAPOWER.NS,TATASTEEL.NS,TATATECH.NS,TCS.NS,TECHM.NS,TIINDIA.NS,TITAN.NS,TORNTPHARM.NS,TORNTPOWER.NS,TRENT.NS,TVSMOTOR.NS,ULTRACEMCO.NS,UNIONBANK.NS,UNITDSPR.NS,UPL.NS,VBL.NS,VEDL.NS,VMM.NS,VOLTAS.NS,WAAREEENER.NS,WIPRO.NS,YESBANK.NS,ZYDUSLIFE.NS
2024-07-08,776000,161299,3281207,359425,757659.0,1155112,490893,2177821,16577055,272224,2099399,414368,317731,23493048,828260,871732,765392,6191001,1486444,4216951,316215,1000005,,91945,6777050,22806599,7363153,4089435,70983243,1498080,3261797,570540.0,45685018,5022489,230422,28099,11488688,171210,1789026,34032815,2440823,572499,1524489,7477292,8355098,3750055,284372,2604978,581775,937986,7279634,890261,219539,1202880,706765,807380,542470,,18260120.0,2684664,17405153,1650173,28199193,915961,24269090,149769,2471142,679741,333988,3536842,625411,2939620,725210,39087800,6800857,478557,2636146,9973397,2818809,1463483,39998055,,6617190,534239,541264689,32209972,4115662,5074219,1729642,385991,2772277,17394416,5880533,30322381,31009845,6083179,97684592.0,260960455,20521107,,1417503,11525940.0,904143,1569620,2015301,1426120,120817,3861203,836199,1801676,2355243,1202449,1706210,4460806,198972,1457380,1631998,1916725,394387.0,7813665,496933,2148540,7289918,568553,18354111,625049,1079731,20120,163632,25666049,1019840,1448552,69792078,26695356,8898299,,9035015,526932,83115,5373870,53136198,32294,837258,12698807,971949,20739673,533488,407226,475219,23249946,1550003,560888,7828162,40340,,821746,29744866,9500806,178360632,33290711,2067366,774723,10359800,21059,4065755,399489,89757,1506819,389677,1120204,57878,54588551,,269813,1958676,84065,13312085,9154756,31479861,459742.0,1758882,807698,271201,5323920,143062,233580,273130,752377,149210,10139728,2122654.0,2695359,3649630,8576939,,1537206,,12176360,648338958,1766921
2024-07-09,741786,195613,3008389,421750,901166.0,922403,674011,2256634,55607330,325815,2756185,307495,176239,26475908,685431,336505,1715991,1436156,1708700,6930340,262913,1233946,,74520,9735030,13578992,20126207,2199878,52225572,613813,2897480,1622774.0,39457293,2059302,2339150,30550,18094862,389812,3498687,32861024,1994568,673844,1791406,6444684,4213729,1506105,449208,2654169,427044,432053,2665679,769145,236162,1237622,421547,1734640,631367,,39312570.0,7274064,9869013,1481727,24236853,558976,22715631,175740,1317184,238005,451862,2392991,1106006,2658608,283331,48550878,5000797,570084,5507357,4313809,1479529,588087,20427634,,13366874,699638,501290567,15949548,2556522,2533290,1778493,433465,3126274,12570385,5191182,28600182,35089199,2638133,72152055.0,152536043,26470260,,1371213,8908509.0,1464545,1489629,1888512,1619702,139098,3920211,868757,1892159,6941750,267303,2425176,4773194,241090,1207407,2902129,1168467,876523.0,2729681,2114130,1856257,5656146,1063480,20849716,608964,449070,7879,364828,17938039,1824660,1665146,98880924,31229676,8355819,,4913932,625493,100783,2355473,18686252,11669,3519486,6693084,362291,13179449,1184862,718064,620574,30994243,516323,547696,9214579,41865,,524115,15885713,6960002,156242236,21076732,993753,726889,13585081,32653,6359760,310552,68974,1670930,311651,1492840,156814,33858415,,482737,1545936,137764,10948094,6076549,25127904,1004845.0,1305801,1049695,328072,2044328,209993,355912,313079,761404,530901,24150550,2432990.0,1427039,3687577,5474279,,1250984,,8681444,314153625,1549728
2024-07-10,732777,178905,3143745,348232,640805.0,586710,438959,2082079,35970985,303393,7590766,590609,295890,21941350,2299950,305366,729459,6039883,1296174,9020489,239607,1355610,,46700,8097140,18117284,12071610,2960122,46779965,936230,3416762,738766.0,25392018,4383222,1118108,30144,12134270,526095,6903681,22991042,3242224,912911,671042,5981477,2789930,1015255,596178,2061836,380664,333049,2882570,550188,315396,4948598,284146,1287550,832007,,29852040.0,6939639,16100830,1924549,18643698,1093184,21356245,174471,1822861,504469,1128000,2121407,692263,3507096,322108,45507182,6186968,354244,5327276,6833051,1764036,545551,22645799,,18226503,928915,466478026,37403807,9569150,1926862,1791622,559022,3979121,16109267,9852770,34673112,136535604,2295822,70516062.0,171789924,11618210,,2245736,11556790.0,1544967,1483892,2224568,3284158,168596,5629789,731828,1827229,7415472,1069175,2231438,6401087,300436,1474195,14481615,2107925,1909861.0,4021275,2070520,1592036,4059184,1714076,26757825,539491,924472,7283,645190,18248253,1140440,1069980,134958277,37216932,17715196,,8600872,886851,174464,2515806,19278800,11878,2816454,6211525,535137,23340064,757172,1274366,168976,48724410,672931,381571,10662609,76245,,810175,31225972,7134578,211547060,39898433,2384876,1964480,17343236,42280,8300735,559951,78031,1838313,367639,1899956,266304,37727227,,248412,1015150,225270,13412206,8745713,41525591,902487.0,2669716,802718,331361,1437517,232495,767922,425869,1400944,202406,10287227,854243.0,2033444,3251895,11556309,,831731,,9233748,239758474,1576765
2024-07-11,524099,134239,3650517,758235,381605.0,899781,351498,1765496,14579725,220197,6139579,454494,354777,13658172,1968980,248612,1604227,1710082,487859,7848846,294900,1848978,,26061,9718010,9469388,7049342,2375360,31919433,836449,4178558,482359.0,23370124,3175235,519127,23755,19246022,372798,7043004,13553009,1647188,2560438,1314312,20146927,3894646,2507525,331899,2250522,217731,278392,1588742,559139,235805,1293318,568246,1581340,308708,,45769090.0,1798542,16408103,1011485,15939530,2647788,15328902,193389,1142834,323791,1679101,1843378,584446,3304053,201770,44177074,3573349,491353,6856272,17148192,1432671,503106,32754852,,11307116,400733,346369340,19229318,2586450,2785481,1202130,710193,2416195,13286371,8857679,55143055,77351160,2328069,200719317.0,121502241,18831345,,1842467,8045640.0,2727483,2348723,2102625,1094045,120805,4615372,895755,3014084,3411317,510491,2942924,7184501,266246,836099,4314565,5083335,831254.0,2390064,608983,2215017,11916618,666819,25200132,345907,371430,3872,315839,7758710,1359895,2107598,178198788,21017598,19873143,,3117722,482251,154221,10303383,36020507,11552,1181406,5700801,378000,10824586,1121012,516284,125448,25511815,1360719,973579,12642065,48547,,1444574,14945910,11940946,95328327,30388365,1747827,1156236,8501366,14648,5689115,362284,238453,11050793,241513,1707500,154612,26061094,,262273,1883264,355671,11983571,8553094,33987236,693392.0,4872189,1408434,1852939,1105185,257651,146226,578262,2112524,366819,9215193,682041.0,3781459,3574145,13978497,,1212936,,8807618,726569550,1817742
2024-07-12,490486,406193,2585896,285276,478408.0,756036,365490,2018935,10835685,155236,1807744,539156,211028,18788662,1879930,214191,2036664,2044302,479843,11278987,171581,1003699,,38090,10688330,19538619,7470847,2696736,24517961,1108682,6342135,620344.0,19411215,4058531,262051,21287,10426157,222315,1855986,22397084,2471254,1083813,1192685,8198389,3225791,10862510,320270,2174424,208668,669534,1630043,661038,249180,2543048,598090,2944400,290823,,45580860.0,1898237,24195859,2457854,26631708,1280942,36609764,167043,697411,488912,1457604,1387762,525200,6430647,334425,56049960,2643647,265681,3839953,8624668,1912642,536850,44226856,,12208290,126088,630743126,17319739,3028246,1747038,1387907,1056812,3340305,10718103,17078316,35355791,67790144,4997763,227015725.0,300609460,18962800,,907800,16327800.0,1542953,1498780,2542950,1073604,194457,4240855,6254949,1647253,2662257,1699752,2001185,8336170,1174862,527044,3398732,1766372,494928.0,4784826,674746,825677,4678848,253573,11622349,510656,2717617,4312,658785,8317603,3120320,1451786,158615919,14538876,16151583,,8612196,682134,485528,28989089,31788101,11026,1040784,2441250,1368072,13831121,830250,443820,459175,26896471,697745,499047,11380570,48038,,796464,12973355,12924784,56153729,16353263,858002,589534,11446064,17752,9030805,726216,138528,2612054,268806,1426598,154608,37499020,,172882,1092749,271006,7339644,6826289,33311402,2878465.0,13509164,4372156,298485,1496692,124957,140951,476682,742628,366274,9543098,703819.0,3741532,3614772,11038603,,1401984,,54186042,224871313,2206263
2024-07-15,459178,279190,4833340,198532,972014.0,724171,293609,1913095,10190125,698631,2184021,1636770,359221,23390542,2425341,526725,2513263,1861392,6364673,11537127,504086,1753186,,23059,5333730,29164529,19866405,1731106,22021426,1267534,3324806,653277.0,10789487,4074238,188703,14038,8687357,135373,1986903,49372062,1566739,1077931,1825510,7106020,1505323,2374055,470616,3021990,376336,898925,1091279,616728,208967,1494904,1405587,3023975,223485,,51203050.0,2958990,14486955,780202,32695974,887309,14466846,8447688,521240,607959,1333353,1316307,483219,10337489,1595241,33375694,6951688,249438,2848268,7249546,920101,398746,20045456,,15612671,181341,544664305,22131587,4972710,4100715,3217689,1596638,4284427,7398000,6942230,32915517,59547363,3052646,106576924.0,167338162,16251032,,1118459,15488340.0,1560037,1337839,1207106,2154561,106895,5909996,1700105,3307875,2971983,3531368,943302,7480546,322248,1242019,2017720,4150259,315255.0,2052411,697186,1455119,2727188,1183665,21148968,834987,1280637,16952,200141,11190366,848915,695922,138487161,17760150,22951140,,3160975,700946,813652,15786984,51435537,40603,939912,3318491,531936,12094299,1153836,512136,255409,32712545,665275,423404,5277531,76029,,1030909,6897803,5329688,29639356,43598260,539293,2498480,25392820,65384,7400215,425054,62556,3439391,305636,832804,267850,27141448,,183187,1201063,84637,5847297,6598992,32635187,1098815.0,4848030,2374623,336535,1243810,136293,165401,498397,320518,394470,22327366,551101.0,1699472,4321137,10391508,,1231226,,16099478,394428177,1258197
2024-07-16,447511,212920,1540575,446114,1149453.0,988357,1231412,2170314,13525555,229725,2484802,922419,298376,18771952,2085611,210636,3115537,2089842,1174233,5433264,1041123,980434,,42229,5582000,18989023,7294961,1728586,26585927,814531,6967651,3931298.0,9882249,2060110,433520,14283,28132502,162459,1227282,34514206,1275289,839363,963199,23169665,1767967,2447050,579305,5977395,256219,377594,2960104,266585,181190,3157792,1062769,1556420,664540,,44681030.0,2607256,8445700,1189708,19213934,590653,27348929,1276110,1150984,914491,756629,2661970,1213886,3540650,818224,28950324,9167071,336316,4570179,14079381,3298003,396045,28114492,,12320605,981612,964458628,17388331,6918690,3014603,3294297,709083,2284985,17411078,6886281,33837471,229988526,1242326,73797972.0,86369570,12996711,,1706821,25005250.0,2140798,1442535,2903173,2814459,138365,6542702,1784986,4814069,14185936,614567,2220953,12008675,339480,868365,1925983,4632866,375859.0,3414923,347810,960167,3894946,1422466,13018024,1367232,777919,8534,373096,11981776,600455,1514138,60399835,20174739,11893034,,15213283,815643,504778,11050736,37468292,30665,1845885,2530705,365068,7358534,624238,470170,221307,29031539,734692,232566,11363095,74129,,2667043,8288646,9386838,29931644,17044483,1032022,1844059,11893692,99512,4907090,581874,80305,792233,250031,688481,88215,76577863,,223941,2152821,86895,4824555,10724685,26505901,802135.0,2029521,1794159,202389,501336,315395,374305,641858,424872,556056,13617156,1048505.0,1674706,4350482,23302200,,690677,,11239032,164345143,890254
2024-07-18,1423067,715249,4729478,351258,625350.0,1021653,784726,3263419,15782025,133445,3034365,407741,583444,16922490,5384611,194539,3499221,2224274,1844711,6787511,1055384,2999670,,38458,8646050,18903883,16067348,2115200,48043715,1232254,6470342,999253.0,21439407,3890681,407094,48057,19588548,523157,2261184,24517941,6154982,1576176,2169744,12540956,2767426,3378415,241159,5805768,447469,826073,3161993,432503,768679,4433926,837644,1928535,773064,,58537670.0,3274009,9065610,2431341,14554717,1311262,18804375,629769,1177235,260503,1181529,7950717,3379348,4399468,689318,33717064,3975243,841644,7841505,10408667,5569762,597374,21811736,,10999632,1156392,679246298,13770410,6700452,2417869,2198694,822843,3634938,41312223,11248896,22673600,79236761,1850857,89133329.0,94398777,21094737,,4764249,25188960.0,2792221,1812254,1678467,1077417,413754,7590838,1095617,4410032,7475945,1056179,3240772,37665072,2592299,634064,4122844,2203883,303275.0,6427954,391216,1914995,4320320,1002503,83597221,1104870,880873,5679,1628821,21079938,1580645,1733594,84893554,18943977,15709153,,4935845,930615,486345,12569307,48189915,27609,4736178,2699225,555572,12703877,577772,821876,330915,21826818,762255,1507949,13908161,61546,,928449,17723265,12298374,35159677,24504144,836572,2104021,19435183,30733,4119020,1477140,118522,1328438,519892,1665636,229785,68196637,,856144,2591377,108684,8010324,12053566,36568852,655960.0,5613364,2752497,507647,1086374,416024,3254915,1342486,894461,731274,14015928,558296.0,1258371,4993527,16469541,,949789,,25019786,187983764,914361
2024-07-19,648174,355166,4503329,393251,884638.0,1026941,397349,2568243,12139340,129496,2613915,304603,228785,15625360,2164746,821041,2640294,1321440,696142,4496066,380782,1865129,,37654,9385980,13018805,7642979,2859021,43313606,945152,3858596,1094689.0,26877331,3570488,368542,24779,19823046,451294,1703772,33377806,5600493,853356,868261,9971704,2827660,3864545,306702,1911619,479563,1375041,2176993,279117,775060,4601334,444963,900340,662969,,39257870.0,6807005,10613495,1089473,17266945,747528,24364590,343371,1206553,372248,424329,6373234,1992696,5633838,556729,26002152,2496778,370397,6207375,10763075,1668862,488014,23028906,,7958817,648489,368882386,21274463,2660490,3139415,1233734,727696,2981749,18446103,29819116,26361146,54762199,3195475,107729154.0,124381385,24977373,,2974059,15349320.0,2884304,3001973,2934487,2017760,595668,4138865,1929316,1654193,5579511,659954,2432533,13685366,961356,496264,2042568,1530251,548295.0,929516,351955,1101792,6830404,366541,29569963,355097,4513506,18338,350796,20219477,1115365,1077872,65072210,34677240,13330099,,4091934,1041722,552895,9200372,26579496,40304,2233107,11709927,1923719,10053221,383838,856470,254837,32480581,519367,1038301,12937990,86571,,853776,13057169,13140390,73240329,34312977,1513766,567209,14562742,46732,3677715,1158232,90784,1129597,611272,1649335,396724,52178598,,1554675,1402279,81910,7400178,16560718,77987514,1176579.0,3903354,2504915,131625,1111191,155562,476631,879290,858204,514154,9426470,1365917.0,1483516,4749392,14552716,,1413955,,26523490,166847717,1927523
2024-07-22,208099,363722,3729671,275075,788623.0,662085,309254,1721261,12220170,133116,3014997,447803,222285,37861868,1616347,875601,3334580,6529913,1403561,6695557,247040,784867,,77031,5751930,14680632,7851832,3148425,39386992,1555103,3560584,390077.0,19646190,2886436,179659,20371,27102699,347520,1665978,21519135,2223120,1022226,1328847,7281653,2745532,5000235,329720,2528388,970889,1311522,1365836,308095,587418,3125767,559762,2061455,377893,,33701480.0,2759045,18442177,1126027,14249258,780641,27658139,273780,917335,682446,1248824,6315834,1315829,2704495,920841,53744822,3854108,415035,3291634,13506968,1911629,481431,24374797,,9958965,1590295,529018766,32277103,4699084,26109344,995267,603718,2883674,12653379,8462126,17140562,41545816,2819852,38163945.0,72152927,18066586,,2489828,12279130.0,3969726,2725373,2831309,1672590,446554,10742361,860662,1877865,6769614,601764,3639057,7917914,271458,1501880,2208103,858381,380485.0,1127244,249631,1229668,10035686,389615,28416783,321780,1080523,19170,911815,9896235,1468170,1490342,57995385,20965680,18715538,,2105134,2911752,249350,8938610,22234557,41263,5744034,3225265,1177493,8561902,1052886,404598,829609,20931256,770848,689230,10678640,44190,,711527,13035918,19674376,34133877,23158599,717521,397490,14614111,30476,2717785,636262,80249,1191022,470369,826636,250921,47805246,,605985,1719663,80518,7396198,9437893,40353690,594894.0,1896386,2225781,123802,696255,240962,231364,631260,510664,573833,12569391,1066896.0,2445572,3147147,17818304,,1780537,,76014568,332587313,1766804
2024-07-23,321889,714300,3828665,681428,1423981.0,1443331,2181097,5987213,50345635,109499,4681258,330914,284679,36828008,1906312,413108,3570564,2321050,650569,8789327,431989,2718846,,31007,19322120,9028466,7691292,3116965,76513131,1886680,2936143,478433.0,65820195,3807462,465206,36942,24287234,336696,4473195,26483458,2264066,1473643,1241630,11311831,4223355,8592440,498686,3998368,848432,894196,7195533,499837,743492,11426098,431809,4330455,1128441,,36589820.0,6167712,48303121,1596328,18437981,933073,47125296,373761,2713959,1130940,1046046,7108160,1604569,2907674,1513534,52002152,9082995,908996,9602846,9389682,3906259,470578,62191875,,19369832,1213581,53671237,26763235,3593204,6448328,1588838,722279,3054925,34818877,7113056,21714840,106050292,5290749,106704297.0,167582146,54044423,,1397714,13863330.0,4066282,1640412,1838898,7427646,278594,6155196,1082313,4674751,6560323,1185573,6957691,9608735,319279,992689,2572524,3373400,284304.0,1800272,332258,1061114,8497924,570999,21033669,879312,619277,18946,1576637,23709020,877240,1936998,119253056,39099774,49882257,,3340925,4512836,270163,14343791,37871058,19072,1824234,3009397,875195,22524978,594452,706202,504040,28867094,543452,618868,15954324,54777,,1357712,21847141,18052044,57366312,25864567,2360731,2145861,18279212,90200,12227465,1096685,70596,1200719,1467130,1502677,281648,281887693,,476069,5204189,114304,10384177,17985870,37077411,761466.0,2365208,1640492,167080,7159507,585410,577864,763626,836325,525157,12529462,1093010.0,2813862,3619330,33154992,,639411,,25847632,183384210,997963
2024-07-24,750738,388681,2784305,237514,928518.0,693702,535197,2201442,11054015,112401,1157565,293899,309594,13449876,1476148,234746,3971257,5455706,504760,10344860,283213,3675430,,32368,31006260,21869220,8868180,1641033,24099148,1093834,4529339,576486.0,15750887,3384480,204858,18849,16934157,233649,6467664,24622269,6275338,815472,2266300,6823248,1374320,3754390,310915,1943815,707817,833741,8340915,392515,420853,6572592,630155,3019385,400075,,32358780.0,3826636,52568775,615195,10123727,575514,16610113,250845,1464579,1134667,2880833,2601966,852488,2484299,708289,61728206,12377638,723617,2610134,8207636,3611927,336587,65099839,,20122521,947140,453449137,45553498,5585364,4966717,2395942,648265,5553500,71801651,6002845,16076455,36220596,2446557,35527332.0,65395254,42073323,,2385985,8729363.0,1984059,1519772,2551785,11701050,255414,7487207,2107689,2885808,7850480,728296,3184060,4458422,144400,1263788,2276082,6632507,663427.0,3992281,285860,1342456,2753336,2545173,25969308,763880,850350,22893,649123,7595378,1189520,2622088,69256057,17058228,36868466,,7345579,1505609,541750,5933103,28259305,21988,1708809,1818969,275627,9022966,734750,340010,194039,39917998,1159657,628120,12573882,74363,,1605106,14297279,11913362,18166209,31951790,1832662,2099093,19624845,40236,5130575,761424,70257,487844,1175151,2923358,133587,90757700,,794721,3367339,72490,11469098,9455765,28086566,366520.0,1809793,2561617,208599,3862140,1046153,314215,711861,542901,268139,8709147,6354785.0,1398404,6283777,36773405,,1055665,,12240276,134634530,1043324
2024-07-25,316835,304924,4818254,432019,1144067.0,1105721,3002543,2211808,13847810,92426,1226783,358378,412373,42066324,1239922,281751,925391,2401579,530041,32979871,262328,1694503,,23383,9509650,16680821,5203991,1387692,27820556,447267,4277756,524592.0,13306048,6420578,112038,20428,30554549,303638,4317369,76948576,8677549,1301367,2200932,10281157,1574069,2186170,223604,2277785,768044,1111742,1831371,232749,241219,3694096,393012,1315525,413861,,26124430.0,2209120,26159847,4413514,21033610,772348,10902252,3127134,600745,490352,550900,2232884,1449713,2934731,522086,25535732,9386864,438831,6171776,20611250,2166670,783701,32845784,,14154461,1248295,702308285,32863157,4904784,5421179,770119,1133699,3631639,13231597,5815599,75894556,28274028,1573736,23498679.0,73915719,17878994,,5020305,12201640.0,3964959,1636466,1730391,5340282,148349,3096397,1828473,2947125,5527885,718930,4691483,5458213,273149,901199,1857122,4350537,339217.0,2901644,396789,862331,3344188,913036,22550532,1051064,673584,17629,220022,9655910,718270,6938362,37870720,32279262,25973101,,2756382,957754,807903,21807623,42054664,16055,981588,1919454,413931,6448853,1120652,488454,199590,22543073,291915,589561,16271884,84682,,1540843,7184870,12519876,17201205,31653400,2374154,4427012,9522375,20756,10445410,583872,118953,3355349,1150332,5329712,241048,170325709,,287249,2529080,117635,32766835,12474704,45155876,382077.0,2810342,3283912,216651,1476422,507075,159592,302964,395417,254683,9428228,3367113.0,1833988,6304092,18871603,,817753,,21887890,106791946,980665
2024-07-26,171301,237187,7018470,410895,8182577.0,1942427,2836113,4500728,27418570,171272,1914855,290289,432671,91609748,1359780,260079,2835570,4555752,862019,18554648,250956,2768936,,17040,11101840,16144925,7556629,1160129,24512844,2755566,9564987,548441.0,16011265,9109767,241109,18411,21839106,146736,1347549,54279930,4022039,2239763,4687416,20437968,1017431,1089620,578921,2483148,373711,550113,1469979,1262221,292939,5503367,234445,2051955,625674,,35693960.0,4764451,26611586,4118967,16686103,703609,20947325,294141,281948,978508,701236,1492223,814890,2814159,381052,43810540,8933046,517306,4730539,9301896,2135309,915304,11528689,,19309265,796946,746610397,48815501,4665904,4629592,1844637,1008958,3607419,20829504,11369047,27261949,26430603,1990326,19934107.0,50538191,20736094,,3121650,9688122.0,3724008,2056457,819648,1232940,188885,5309351,621852,1776371,7729718,503216,2617659,7455371,497275,1040578,2352661,2051866,3339635.0,1132507,537693,909751,1941582,1015488,19007992,2251971,3919873,13182,633110,12687240,1802930,3239386,74150250,25187640,20381410,,4352320,899262,341053,6875211,25703985,6425,1682616,10481268,189950,9126406,634448,351608,756611,24356026,359770,477709,11468068,79745,,829213,11447407,9859940,21601968,25911057,3001400,2982227,12081506,25287,32196680,600579,205308,1069519,1359673,4591049,245224,67858407,,588627,802492,68837,21232845,33285673,45642032,736307.0,3552210,7133745,222412,1830745,309512,270472,336310,1328315,333210,8580365,892506.0,1488053,7137772,28749214,,527572,,26153996,120894253,1347634
2024-07-29,1283001,207473,3957127,833787,4773418.0,1037474,8946891,1928637,15066860,149841,3176753,1035527,367708,57397472,854408,534045,2776196,4793665,2165307,19598573,302363,2217892,,29885,7485650,32691314,24362585,2146657,51391698,1776427,4589313,348308.0,25820136,4052190,250121,19618,20234464,129350,1328373,51072326,1630355,4102496,3983153,7259754,2372821,1965655,811215,2233424,859587,667727,2240896,886247,459091,8358895,206613,3271945,338482,,40644420.0,3570024,21488147,762874,12472241,648156,21968001,173370,1613938,1250665,501949,2448415,838188,1639491,470813,51001148,4676765,418301,6032470,14114983,957011,759838,15123187,,28458261,1376808,505926060,62891458,3597804,3791640,2811831,1950730,5955870,10917593,4635931,42913186,21173955,1761942,28683160.0,109648645,12496895,,1596044,12628370.0,3882488,1066351,3982298,2281355,357983,8006367,982427,2155386,3020820,878846,4159919,3768421,199536,1330467,2388937,2530835,1409788.0,1787407,388263,1100907,9093666,419966,29413480,1439978,1236258,12647,980140,8776782,877015,1605802,36122083,30854370,27751449,,1441249,1190762,386712,9295179,26721790,31835,2554689,8506569,438646,11024457,583704,337280,942602,144104708,1019431,386209,31849674,68224,,1161585,23006702,7538550,48942004,15136406,4435482,1368641,26582781,75146,12753435,636993,160843,1145859,895078,3187339,121553,97886927,,388102,1944124,64690,11850624,13720073,31754833,400954.0,1746803,1755979,611339,2213293,533386,424061,533654,715525,496437,15178338,860229.0,4404641,4701400,45433689,,1349590,,12011554,183181556,2135683
2024-07-30,827240,136915,3462309,933857,9156858.0,1647048,8899979,2800881,26419965,128568,1526425,549080,264929,20604924,2144591,382126,1355256,2007413,709701,18090045,301885,3703774,,11511,11794130,11358547,7669460,1441946,41111245,867925,4263689,275584.0,16317537,1660024,200143,10838,45785745,191681,953781,17664352,1001868,2768717,2988651,13197520,2928546,745135,3004331,1740727,313903,322462,3020230,515488,898741,4629527,299951,1458475,683440,,39378460.0,11059876,8784936,1813385,18713036,398856,28982515,126171,873206,1383398,721728,2499857,875642,1783877,631867,54595834,6134510,412385,6714850,35730279,1560399,526190,8676497,,23972277,1466306,242396205,58912783,5592912,4056660,2507716,998970,2158067,10182321,2721265,75819147,17726203,979935,16147525.0,58191861,13375906,,1215074,8705901.0,5078790,979026,750766,1643832,463177,5679537,690502,3815235,3011688,885589,1979989,4003069,368957,1029403,2290006,3176723,471998.0,3126859,526539,988389,6928994,173219,12741376,1689934,368109,7514,853262,6661812,694125,3429516,29387753,15006963,34447139,,53219549,1019163,141253,9656804,19792253,29267,953571,6991041,165048,10069484,1185886,854634,264458,33365327,603034,531991,25813219,44806,,557791,12687462,8228208,26215668,12316097,1849310,2096978,13528447,54585,9486875,672423,56154,1868439,406480,1525840,59442,114489676,,1307192,1331004,49770,28592304,11262582,42824600,434066.0,1797906,1622543,446528,1316880,306432,785634,789712,635216,438108,11787457,394332.0,2046419,31920582,16607270,,1477725,,10816526,275043147,1150511
